name,uni,coll,header,image,p,d,a,n,pic
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid61300,"Liu, Zhenyu ",/file/n20731/thumbnail_Liu_Zhenyu_lg.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n32256,Art & Design,http://vivo.nkn.uidaho.edu/individual/pid56976,"Machlis, Sally ",/file/n53799/thumbnail_Machlis_Sally_lg.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/n181983,"Manrique, Carolina ",/file/n233514/thumbnail_Carolina-Manrique.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/pid52891,"Marshall, Anne L",/file/n89688/thumbnail_Anne-Marshall.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid52891,"Marshall, Anne L",/file/n89688/thumbnail_Anne-Marshall.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/pid10529,"Mead, Phillip G",/file/n279277/thumbnail_Phillip-Mead.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid10529,"Mead, Phillip G",/file/n279277/thumbnail_Phillip-Mead.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/pid56933,"Montoto, Roman ",/file/n61278/thumbnail_Montoto_Roman_lg.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid56933,"Montoto, Roman ",/file/n61278/thumbnail_Montoto_Roman_lg.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/n258471,"Polakit, Kasama ",/file/n181863/thumbnail_KasamaPolakit.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/n100568,"Sanati, Leyla ",/file/n233734/thumbnail_unknown-person.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid52613,"Scott, Beth ",/file/n21202/thumbnail_Scott_Elizabeth_lg.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/n78853,"Sini, Raffaella ",/file/n92264/thumbnail_raffaella.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/pid56149,"Teal, Randall ",/file/n1292403/thumbnail_Randall-Teal.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n24325,Landscape Architecture,http://vivo.nkn.uidaho.edu/individual/pid56149,"Teal, Randall ",/file/n1292403/thumbnail_Randall-Teal.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n32256,Art & Design,http://vivo.nkn.uidaho.edu/individual/pid56526,"Turner-Rahman, Greg ",/file/n137797/thumbnail_greg-people.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n9821,Virtual Technology & Design,http://vivo.nkn.uidaho.edu/individual/pid56526,"Turner-Rahman, Greg ",/file/n137797/thumbnail_greg-people.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/n140944,"Warnick, Ned ",/file/n122707/thumbnail_ned-warnick.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n31646,College of Art & Architecture,/file/n115824/thumbnail_03CAA-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n6196,Architecture,http://vivo.nkn.uidaho.edu/individual/n89659,"Yuan, Jinchao C",/file/n200131/thumbnail_unknown-person.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57156,"Bailey, Jeff ",/file/n19815/thumbnail_Bailey187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid55940,"Baker-Eveleth, Lori ",/file/n16856/thumbnail_Lori_Baker-Eveleth_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/n180381,"Banyi, Monica ",/file/n63165/thumbnail_Monica-Banyi.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n106613,"Chopin, Marc C",/file/n371358/thumbnail_Dean-Marc-Chopin.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n803,"Chung, Yun",/file/n44524/thumbnail_Yun-Chung-Fall-2013-Large.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57345,"Dacey, Raymond ",/file/n418124/thumbnail_DaceyRay.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid54130,"Devezer, Berna ",/file/n51337/thumbnail_Berna-Fall-2013-large-profile.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid54396,"Eveleth, Dan ",/file/n50401/thumbnail_Dan_Eveleth_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57140,"Grieb, Terrance ",/file/n31159/thumbnail_Terry_Grieb_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/pid56311,"Hatheway-Dial, K.D. ",/file/n297594/thumbnail_KD-Hathaway-Dial.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n49674,"Hickman, Daniel C",/file/n251041/thumbnail_Dan-Hickman.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n94556,"Johnson, Hana H",/file/n129003/thumbnail_Hana-Johnson.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/pid57116,"Kraut, Marla ",/file/n24187/thumbnail_marla_kraut_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/a81615535866485,"Lawrence, John",/file/n42148/thumbnail_LawrenceJohn187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/n105373,"Martin, Todd C",/file/n334178/thumbnail_MartinTodd.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n105373,"Martin, Todd C",/file/n334178/thumbnail_MartinTodd.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57151,"McCollough, Michael ",/file/n43665/thumbnail_Mike-McCollough.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n75710,"McDonald, Scott ",/file/n203805/thumbnail_Scott-McDonald.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid55480,"Metlen, Scott ",/file/n14564/thumbnail_Scott_Metlen_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57506,"Miller, Jon ",/file/n16428/thumbnail_Jon_Miller_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/a817758621158,"Nalle, Darek",/file/n48747/thumbnail_unknown-person.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n106847,"Namin, Aidin ",/file/n115343/thumbnail_Aidin-Namin.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid56204,"Noguera, Magdy ",/file/n96098/thumbnail_Madgy-Fall-2013-large-promo.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid56819,"O'Malley, Kathy ",/file/n26441/thumbnail_Kathy_O-Malley_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n18959,"Park, Young",/file/n30159/thumbnail_Young+Park+1+187+promo.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid57157,"Pendegraft, Norman ",/file/n26814/thumbnail_unknown-person.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid55730,"Peterson, Steven ",/file/n24051/thumbnail_Steven_Peterson_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n71781,"Ramirez, Stefanie R",/file/n80872/thumbnail_RamirezStefanie.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid50147,"Rauk, Jan ",/file/n16657/thumbnail_Jan_Rauk_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid54199,"Rounds, Mark ",/file/n17853/thumbnail_Mark_Rounds_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/n144303,"Sasahara, Akira ",/file/n221668/thumbnail_SasaharaAkira1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid56802,"Shook, Steven R",/file/n32327/thumbnail_Steve_Shook_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid50267,"Sisodiya, Sanjay R",/file/n47850/thumbnail_Sanjay+2011+187+promo.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/pid56788,"Stone, Robert ",/file/n63778/thumbnail_Robert_Stone_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid59023,"Stuen, Eric T",/file/n40969/thumbnail_Erik+Stuen+2011+187+promo.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid56475,"Tanner, George ",/file/n28271/thumbnail_George-Tanner-Fall-2013-L.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/pid57800,"Utzman, Glen ",/file/n13721/thumbnail_Glen_Utzman_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n50930,Accounting,http://vivo.nkn.uidaho.edu/individual/n145364,"Woolley, Darryl J",/file/n12510/thumbnail_WoolleyDaryl.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n9513,College of Business & Economics,/file/n199262/thumbnail_03CBE-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7975,Business,http://vivo.nkn.uidaho.edu/individual/pid51083,"Xu, Shenghan ",/file/n12098/thumbnail_Shenghan_Xu_196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n31981,"Adams, Anne E",/file/n106021/thumbnail_profile_adams.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/a5614418664795,"Amador, Julie",/file/n55541/thumbnail_AmadorJulie187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n122361,"Anthony-Stevens, Vanessa",/file/n56807/thumbnail_vanessa-anthony-stevens.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/pid49902,"Austin, Bryan S",/file/n47905/thumbnail_Bryan-Austin-2012-187x187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/pid56273,"Baggs, Belle ",/file/n62837/thumbnail_Baggs+Belle+196.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/n164910,"Bailey, Joshua P",/file/n1012231/thumbnail_BaileyJoshua1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/pid52065,"Baker, Russell T",/file/n124148/thumbnail_BakerRussell187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/n44656,"Bauscher, Richard H",/file/n426547/thumbnail_BauscherRichard1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n146991,"Billing, Carol",/file/n68888/thumbnail_BillingCarol1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/n69727,"Brown, Ann Frost",/file/n49090/thumbnail_BrownAnn1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/pid50172,"Brown, Helen ",/file/n49801/thumbnail_profile_brown.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/n65789,"Burton, Damon",/file/n18956/thumbnail_Damon-Burton-2012-187x187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/pid21286,"Canfield-Davis, Kathy ",/file/n20769/thumbnail_profile_canfield-davis.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/pid44031,"Cannon, John G",/file/n48230/thumbnail_profile_cannon.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n221214,"Carr-Chellman, Alison A",/file/n85081/thumbnail_Carr-ChellmanAlison1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/n302732,"Carr-Chellman, Davin J.",/file/n51857/thumbnail_Carr-ChellmanDavin1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n7928,Movement Sciences,http://vivo.nkn.uidaho.edu/individual/n111515,"Chen, Chun-Chu (Bamboo)",/file/n186744/thumbnail_Bamboo-Chen-profile.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n69326,"Coulter, Matthew ",/file/n512428/thumbnail_CoulterMatthew1200x1200.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/pid50353,"Darragh, Janine ",/file/n39050/thumbnail_DarraghJanine187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/pid56349,"Dixon, Raymond A",/file/n28597/thumbnail_Raymon+Dixon+187x187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/a244418664795,"Fodor, Julie",/file/n55623/thumbnail_FodorJulie187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/n126988,"Freeman, Sydney",/file/n81542/thumbnail_SydneyFreeman187x187.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n23913,Leadership & Counseling,http://vivo.nkn.uidaho.edu/individual/pid49905,"Gardiner, Mary E",/file/n77906/thumbnail_profile_gardiner.jpg
Profile,University of Idaho,http://vivo.nkn.uidaho.edu/individual/n5857,"College of Education, Health and Human Sciences",/file/n73502/thumbnail_03CEd-sq.jpg,http://vivo.nkn.uidaho.edu/individual/n1232,Curriculum & Instruction,http://vivo.nkn.uidaho.edu/individual/n117326,"Gathercoal, Paul",/file/n35120/thumbnail_profile_gathercoal.jpg
